"","clean_word","sample_id","word_id","word.x","surp","shannon","renyi","word.y","total_rt","gaze_rt","firstfix_rt","model","model_size","lang","taint","freq","log_freq","len","prev_surp","prev2_surp","prev_freq","prev2_freq","prev_len","prev2_len","prev_shannon","prev2_shannon","prev_renyi","prev2_renyi","prev_sample","prev2_sample"
"17","näoga",1,19,"näoga,",9.77797612547874,4.60977745056152,7.32438516616821,"näoga,",340.317073170732,182.19512195122,169.878048780488,"-1",31542336,"ee","none",73,4.29,5,4.69512319564819,0.642496705055237,5481,8422,4,4,6.88325786590576,3.44371247291565,8.24750137329102,7.12221336364746,1,1
"18","kuna",1,20,"kuna",6.87515068054199,5.70589733123779,7.7127251625061,"kuna",265.658536585366,176.09756097561,151.487804878049,"-1",31542336,"ee","none",8823,9.085,4,9.77797612547874,4.69512319564819,73,5481,5,4,4.60977745056152,6.88325786590576,7.32438516616821,8.24750137329102,1,1
"19","ta",1,21,"ta",1.24487149715424,4.65616321563721,7.49728727340698,"ta",180.146341463415,157.073170731707,157.073170731707,"-1",31542336,"ee","none",121750,11.71,2,6.87515068054199,9.77797612547874,8823,73,4,5,5.70589733123779,4.60977745056152,7.7127251625061,7.32438516616821,1,1
"20","vaatas",1,22,"vaatas",6.37179810926318,3.41421461105347,6.76994848251343,"vaatas",443.170731707317,257.756097560976,218.878048780488,"-1",31542336,"ee","none",153,5.03,6,1.24487149715424,6.87515068054199,121750,8823,2,4,4.65616321563721,5.70589733123779,7.49728727340698,7.7127251625061,1,1
"21","minevikku",1,23,"minevikku",9.96461868286133,6.20618867874146,7.80389356613159,"minevikku",490.536585365854,257.951219512195,216.365853658537,"-1",31542336,"ee","none",65,4.174,9,6.37179810926318,1.24487149715424,153,121750,6,2,3.41421461105347,4.65616321563721,6.76994848251343,7.49728727340698,1,1
"22","ja",1,24,"ja",1.48779022693634,2.51078224182129,6.2277250289917,"ja",104.365853658537,76.2926829268293,72.609756097561,"-1",31542336,"ee","none",568975,13.252,2,9.96461868286133,6.37179810926318,65,153,9,6,6.20618867874146,3.41421461105347,7.80389356613159,6.76994848251343,1,1
"23","tulevikku",1,25,"tulevikku.",6.60869535803795,5.95054817199707,7.65932416915894,"tulevikku.",657.121951219512,392.951219512195,299.731707317073,"-1",31542336,"ee","none",111,4.71,9,1.48779022693634,9.96461868286133,568975,65,2,9,2.51078224182129,6.20618867874146,6.2277250289917,7.80389356613159,1,1
"24","Janus",1,26,"Janus",1.80150067806244,4.27671718597412,7.14426279067993,"Janus",398.19512195122,252.536585365854,235.682926829268,"-1",31542336,"ee","none",33,3.497,5,6.60869535803795,1.48779022693634,111,568975,9,2,5.95054817199707,2.51078224182129,7.65932416915894,6.2277250289917,1,1
"25","valitses",1,27,"valitses",5.7721152305603,3.2339825630188,6.44169664382935,"valitses",672.585365853659,355.268292682927,268.853658536585,"-1",31542336,"ee","none",1176,7.07,8,1.80150067806244,6.60869535803795,33,111,5,9,4.27671718597412,5.95054817199707,7.14426279067993,7.65932416915894,1,1
"26","konfliktide",1,28,"konfliktide",13.2282886505127,6.28871917724609,7.85171413421631,"konfliktide",779.707317073171,456.975609756098,246.634146341463,"-1",31542336,"ee","none",119,4.779,11,5.7721152305603,1.80150067806244,1176,33,8,5,3.2339825630188,4.27671718597412,6.44169664382935,7.14426279067993,1,1
"27","alguse",1,29,"alguse",10.3652973175049,3.68714547157288,6.49714279174805,"alguse",560.439024390244,309.90243902439,248.585365853659,"-1",31542336,"ee","none",3266,8.091,6,13.2282886505127,5.7721152305603,119,1176,11,8,6.28871917724609,3.2339825630188,7.85171413421631,6.44169664382935,1,1
"28","ja",1,30,"ja",2.14079189300537,3.94159364700317,6.79832601547241,"ja",94.0731707317073,94.0731707317073,94.0731707317073,"-1",31542336,"ee","none",568975,13.252,2,10.3652973175049,13.2282886505127,3266,119,6,11,3.68714547157288,6.28871917724609,6.49714279174805,7.85171413421631,1,1
"29","lõpu",1,31,"lõpu",2.59318137168884,6.36657905578613,7.98368644714355,"lõpu",377.780487804878,233.268292682927,218.756097560976,"-1",31542336,"ee","none",633,6.45,4,2.14079189300537,10.3652973175049,568975,3266,2,6,3.94159364700317,3.68714547157288,6.79832601547241,6.49714279174805,1,1
"30","üle",1,32,"üle",2.75490093231201,3.80305957794189,6.802894115448,"üle",221.951219512195,184.219512195122,159.439024390244,"-1",31542336,"ee","none",19814,9.894,3,2.59318137168884,2.14079189300537,633,568975,4,2,6.36657905578613,3.94159364700317,7.98368644714355,6.79832601547241,1,1
"31","ning",1,33,"ning",1.79241859912872,2.88826560974121,6.78976631164551,"ning",190.829268292683,145.560975609756,135.268292682927,"-1",31542336,"ee","none",117286,11.672,4,2.75490093231201,2.59318137168884,19814,633,3,4,3.80305957794189,6.36657905578613,6.802894115448,7.98368644714355,1,1
"32","seetõttu",1,34,"seetõttu",4.84431791305542,5.66947650909424,7.8211030960083,"seetõttu",432.170731707317,232.80487804878,164.829268292683,"-1",31542336,"ee","none",2865,7.96,8,1.79241859912872,2.75490093231201,117286,19814,4,3,2.88826560974121,3.80305957794189,6.78976631164551,6.802894115448,1,1
"33","ka",1,35,"ka",5.47113704681396,5.27427911758423,7.32082080841064,"ka",87.9268292682927,87.9268292682927,87.9268292682927,"-1",31542336,"ee","none",110286,11.611,2,4.84431791305542,1.79241859912872,2865,117286,8,4,5.66947650909424,2.88826560974121,7.8211030960083,6.78976631164551,1,1
"34","sõja",1,36,"sõja",5.3969030380249,7.01078271865845,8.470046043396,"sõja",379.975609756098,243.146341463415,196.146341463415,"-1",31542336,"ee","none",3222,8.078,4,5.47113704681396,4.84431791305542,110286,2865,2,8,5.27427911758423,5.66947650909424,7.32082080841064,7.8211030960083,1,1
"35","ja",1,37,"ja",3.8805525302887,4.94688367843628,7.04646062850952,"ja",118.243902439024,94.9756097560976,94.9756097560976,"-1",31542336,"ee","none",568975,13.252,2,5.3969030380249,5.47113704681396,3222,110286,4,2,7.01078271865845,5.27427911758423,8.470046043396,7.32082080841064,1,1
"36","rahu",1,38,"rahu",3.20023441314697,6.48857688903809,7.94733762741089,"rahu",355.829268292683,218.243902439024,213.292682926829,"-1",31542336,"ee","none",1091,6.995,4,3.8805525302887,5.3969030380249,568975,3222,2,4,4.94688367843628,7.01078271865845,7.04646062850952,8.470046043396,1,1
"37","üle",1,39,"üle.",2.51068025827408,4.72744989395142,7.20539569854736,"üle.",216.975609756098,187.80487804878,166.243902439024,"-1",31542336,"ee","none",19814,9.894,3,3.20023441314697,3.8805525302887,1091,568975,4,2,6.48857688903809,4.94688367843628,7.94733762741089,7.04646062850952,1,1
"38","Tema",1,40,"Tema",2.32555103302002,4.93004894256592,7.36029243469238,"Tema",308.048780487805,202.09756097561,178.658536585366,"-1",31542336,"ee","none",18592,9.83,4,2.51068025827408,3.20023441314697,19814,1091,3,4,4.72744989395142,6.48857688903809,7.20539569854736,7.94733762741089,1,1
"39","templi",1,41,"templi",8.27450752258301,6.34985446929932,7.94577932357788,"templi",525.634146341463,298.878048780488,219.878048780488,"-1",31542336,"ee","none",167,5.118,6,2.32555103302002,2.51068025827408,18592,19814,4,3,4.93004894256592,4.72744989395142,7.36029243469238,7.20539569854736,1,1
"40","uksed",1,42,"uksed",11.1663761138916,3.58489847183228,7.0470495223999,"uksed",441.707317073171,258.609756097561,230.926829268293,"-1",31542336,"ee","none",174,5.159,5,8.27450752258301,2.32555103302002,167,18592,6,4,6.34985446929932,4.93004894256592,7.94577932357788,7.36029243469238,1,1
"41","olid",1,43,"olid",1.60623490810394,4.17730522155762,6.97969579696655,"olid",268.439024390244,178.658536585366,178.658536585366,"-1",31542336,"ee","none",27126,10.208,4,11.1663761138916,8.27450752258301,174,167,5,6,3.58489847183228,6.34985446929932,7.0470495223999,7.94577932357788,1,1
"42","avatud",1,44,"avatud",5.86509704589844,6.60647583007812,8.06099128723145,"avatud",552.414634146341,317.048780487805,266.341463414634,"-1",31542336,"ee","none",1717,7.448,6,1.60623490810394,11.1663761138916,27126,174,4,5,4.17730522155762,3.58489847183228,6.97969579696655,7.0470495223999,1,1
"43","sõja",1,45,"sõja",7.6299409866333,6.27376937866211,8.08161640167236,"sõja",396.853658536585,256.024390243902,245.780487804878,"-1",31542336,"ee","none",3222,8.078,4,5.86509704589844,1.60623490810394,1717,27126,6,4,6.60647583007812,4.17730522155762,8.06099128723145,6.97969579696655,1,1
"44","ajal",1,46,"ajal",1.93489170074463,4.13653659820557,6.75126647949219,"ajal",480.365853658537,245.926829268293,219.585365853659,"-1",31542336,"ee","none",20116,9.909,4,7.6299409866333,5.86509704589844,3222,1717,4,6,6.27376937866211,6.60647583007812,8.08161640167236,8.06099128723145,1,1
"45","ning",1,47,"ning",2.95288610458374,4.21882724761963,7.50177764892578,"ning",298.19512195122,206.512195121951,193.926829268293,"-1",31542336,"ee","none",117286,11.672,4,1.93489170074463,7.6299409866333,20116,3222,4,4,4.13653659820557,6.27376937866211,6.75126647949219,8.08161640167236,1,1
"46","suletud",1,48,"suletud",11.3890953063965,6.48920869827271,8.2641716003418,"suletud",630.292682926829,292.219512195122,232.780487804878,"-1",31542336,"ee","none",530,6.273,7,2.95288610458374,1.93489170074463,117286,20116,4,4,4.21882724761963,4.13653659820557,7.50177764892578,6.75126647949219,1,1
"47","rahu",1,49,"rahu",7.61391115188599,5.97800493240356,7.96656894683838,"rahu",390.121951219512,258.853658536585,242.292682926829,"-1",31542336,"ee","none",1091,6.995,4,11.3890953063965,2.95288610458374,530,117286,7,4,6.48920869827271,4.21882724761963,8.2641716003418,7.50177764892578,1,1
"48","ajal",1,50,"ajal.",4.81161460280418,5.1345911026001,7.38503456115723,"ajal.",371.09756097561,234.219512195122,209.414634146341,"-1",31542336,"ee","none",20116,9.909,4,7.61391115188599,11.3890953063965,1091,530,4,7,5.97800493240356,6.48920869827271,7.96656894683838,8.2641716003418,1,1
"49","Väravate",1,51,"Väravate",11.4455516338348,4.20679092407227,7.21489667892456,"Väravate",715.463414634146,468.024390243902,284.829268292683,"-1",31542336,"ee","none",6,1.792,8,4.81161460280418,7.61391115188599,20116,1091,4,4,5.1345911026001,5.97800493240356,7.38503456115723,7.96656894683838,1,1
"50","jumalana",1,52,"jumalana",14.4737420082092,5.75342893600464,7.85839462280273,"jumalana",582.292682926829,350.682926829268,200.926829268293,"-1",31542336,"ee","none",7,1.946,8,11.4455516338348,4.81161460280418,6,20116,8,4,4.20679092407227,5.1345911026001,7.21489667892456,7.38503456115723,1,1
"51","on",1,53,"on",2.85404396057129,4.31389808654785,7.07629203796387,"on",208.975609756098,113.682926829268,107.853658536585,"-1",31542336,"ee","none",452545,13.023,2,14.4737420082092,11.4455516338348,7,6,8,8,5.75342893600464,4.20679092407227,7.85839462280273,7.21489667892456,1,1
"52","teda",1,54,"teda",3.14887857437134,4.55297183990479,7.49894332885742,"teda",394.926829268293,209.560975609756,153.926829268293,"-1",31542336,"ee","none",8422,9.039,4,2.85404396057129,14.4737420082092,452545,7,2,8,4.31389808654785,5.75342893600464,7.07629203796387,7.85839462280273,1,1
"53","seostatud",1,55,"seostatud",2.43164730072021,3.47163605690002,6.69358253479004,"seostatud",624.09756097561,306.951219512195,230.243902439024,"-1",31542336,"ee","none",335,5.814,9,3.14887857437134,2.85404396057129,8422,452545,4,2,4.55297183990479,4.31389808654785,7.49894332885742,7.07629203796387,1,1
"54","ka",1,56,"ka",1.11368179321289,5.2607364654541,7.90039491653442,"ka",160.414634146341,111.90243902439,111.90243902439,"-1",31542336,"ee","none",110286,11.611,2,2.43164730072021,3.14887857437134,335,8422,9,4,3.47163605690002,4.55297183990479,6.69358253479004,7.49894332885742,1,1
"55","kodu",1,57,"kodu",7.10223388671875,7.16011810302734,8.45052814483643,"kodu",320.024390243902,223.731707317073,199.390243902439,"-1",31542336,"ee","none",383,5.948,4,1.11368179321289,2.43164730072021,110286,335,2,9,5.2607364654541,3.47163605690002,7.90039491653442,6.69358253479004,1,1
"56","ustest",1,58,"ustest",21.8283228874207,4.56192398071289,6.83578300476074,"ustest",616.585365853659,381.146341463415,263.878048780488,"-1",31542336,"ee","none",4,1.386,6,7.10223388671875,1.11368179321289,383,110286,4,2,7.16011810302734,5.2607364654541,8.45052814483643,7.90039491653442,1,1
"57","sisenemise",1,59,"sisenemise",13.4207708835602,5.95442867279053,7.86170864105225,"sisenemise",697.292682926829,367.439024390244,219.048780487805,"-1",31542336,"ee","none",63,4.143,10,21.8283228874207,7.10223388671875,4,383,6,4,4.56192398071289,7.16011810302734,6.83578300476074,8.45052814483643,1,1
"58","ja",1,60,"ja",0.962830781936646,3.3546462059021,6.60356187820435,"ja",38.3170731707317,29.609756097561,29.609756097561,"-1",31542336,"ee","none",568975,13.252,2,13.4207708835602,21.8283228874207,63,4,10,6,5.95442867279053,4.56192398071289,7.86170864105225,6.83578300476074,1,1
"59","väljumisega",1,61,"väljumisega.",9.27972096204758,6.95672464370728,8.20766448974609,"väljumisega.",705.756097560976,490.463414634146,273.951219512195,"-1",31542336,"ee","none",3,1.099,11,0.962830781936646,13.4207708835602,568975,63,2,10,3.3546462059021,5.95442867279053,6.60356187820435,7.86170864105225,1,1
"60","Janus",1,62,"Janus",1.35349071025848,3.52282452583313,7.01829671859741,"Janus",324,257.439024390244,243.268292682927,"-1",31542336,"ee","none",33,3.497,5,9.27972096204758,0.962830781936646,3,568975,11,2,6.95672464370728,3.3546462059021,8.20766448974609,6.60356187820435,1,1
"61","sümboliseerib",1,63,"sümboliseerib",10.3266458511353,3.57327461242676,6.57566785812378,"sümboliseerib",569.951219512195,354.390243902439,220.292682926829,"-1",31542336,"ee","none",695,6.544,13,1.35349071025848,9.27972096204758,33,3,5,11,3.52282452583313,6.95672464370728,7.01829671859741,8.20766448974609,1,1
"62","tihti",1,64,"tihti",8.17730617523193,6.20999050140381,7.87372064590454,"tihti",305.390243902439,263.512195121951,222.682926829268,"-1",31542336,"ee","none",3035,8.018,5,10.3266458511353,1.35349071025848,695,33,13,5,3.57327461242676,3.52282452583313,6.57566785812378,7.01829671859741,1,1
"63","muutusi",1,65,"muutusi",12.5773324966431,6.48350238800049,8.03682327270508,"muutusi",451.975609756098,324.560975609756,241.439024390244,"-1",31542336,"ee","none",344,5.841,7,8.17730617523193,10.3266458511353,3035,695,5,13,6.20999050140381,3.57327461242676,7.87372064590454,6.57566785812378,1,1
"64","ja",1,66,"ja",2.4019947052002,5.58145999908447,7.64241456985474,"ja",86.4634146341463,72.219512195122,64.5853658536585,"-1",31542336,"ee","none",568975,13.252,2,12.5773324966431,8.17730617523193,344,3035,7,5,6.48350238800049,6.20999050140381,8.03682327270508,7.87372064590454,1,1
"65","üleminekuid",1,67,"üleminekuid,",11.4022238254547,6.84283256530762,8.15422344207764,"üleminekuid,",518.585365853659,435.926829268293,190.658536585366,"-1",31542336,"ee","none",20,2.996,11,2.4019947052002,12.5773324966431,568975,344,2,7,5.58145999908447,6.48350238800049,7.64241456985474,8.03682327270508,1,1
"66","nagu",1,68,"nagu",4.59774255752563,4.41986179351807,7.2482213973999,"nagu",247.073170731707,186.536585365854,182.658536585366,"-1",31542336,"ee","none",14995,9.615,4,11.4022238254547,2.4019947052002,20,568975,11,2,6.84283256530762,5.58145999908447,8.15422344207764,7.64241456985474,1,1
"67","näiteks",1,69,"näiteks",1.87031078338623,6.09835863113403,8.29900741577148,"näiteks",346.121951219512,226.560975609756,198.829268292683,"-1",31542336,"ee","none",15538,9.651,7,4.59774255752563,11.4022238254547,14995,20,4,11,4.41986179351807,6.84283256530762,7.2482213973999,8.15422344207764,1,1
"68","arengut",1,70,"arengut",11.3657970428467,7.38475179672241,8.63645935058594,"arengut",420.829268292683,280.707317073171,251.390243902439,"-1",31542336,"ee","none",486,6.186,7,1.87031078338623,4.59774255752563,15538,14995,7,4,6.09835863113403,4.41986179351807,8.29900741577148,7.2482213973999,1,1
"69","ühest",1,71,"ühest",10.0212697982788,2.19006061553955,6.23064517974854,"ühest",357.536585365854,251.90243902439,224.024390243902,"-1",31542336,"ee","none",1260,7.139,5,11.3657970428467,1.87031078338623,486,15538,7,7,7.38475179672241,6.09835863113403,8.63645935058594,8.29900741577148,1,1
"70","seisundist",1,72,"seisundist",8.04499846696854,3.72077703475952,7.07132005691528,"seisundist",430.926829268293,290.463414634146,221.073170731707,"-1",31542336,"ee","none",55,4.007,10,10.0212697982788,11.3657970428467,1260,486,5,7,2.19006061553955,7.38475179672241,6.23064517974854,8.63645935058594,1,1
"71","või",1,73,"või",6.55618095397949,0.85759449005127,5.30833292007446,"või",80.3414634146341,70.2439024390244,70.2439024390244,"-1",31542336,"ee","none",56890,10.949,3,8.04499846696854,10.0212697982788,55,1260,10,5,3.72077703475952,2.19006061553955,7.07132005691528,6.23064517974854,1,1
"72","visioonist",1,74,"visioonist",9.31704840064049,6.37233734130859,8.05370616912842,"visioonist",537.634146341463,343.317073170732,222.439024390244,"-1",31542336,"ee","none",3,1.099,10,6.55618095397949,8.04499846696854,56890,55,3,10,0.85759449005127,3.72077703475952,5.30833292007446,7.07132005691528,1,1
"73","teise",1,75,"teise,",7.13944840431213,3.50703072547913,7.35786294937134,"teise,",320.951219512195,207.829268292683,195.853658536585,"-1",31542336,"ee","none",5500,8.613,5,9.31704840064049,6.55618095397949,3,56890,10,3,6.37233734130859,0.85759449005127,8.05370616912842,5.30833292007446,1,1
"74","ja",1,76,"ja",3.45752215385437,5.55622291564941,7.95666980743408,"ja",59.5121951219512,59.5121951219512,59.5121951219512,"-1",31542336,"ee","none",568975,13.252,2,7.13944840431213,9.31704840064049,5500,3,5,10,3.50703072547913,6.37233734130859,7.35786294937134,8.05370616912842,1,1
"75","noorte",1,77,"noorte",10.2461013793945,6.71064758300781,8.34113121032715,"noorte",441.90243902439,316.487804878049,263.292682926829,"-1",31542336,"ee","none",1195,7.086,6,3.45752215385437,7.13944840431213,568975,5500,2,5,5.55622291564941,3.50703072547913,7.95666980743408,7.35786294937134,1,1
"76","jõudmist",1,78,"jõudmist",10.0299100875854,5.77848815917969,7.65336894989014,"jõudmist",502.439024390244,323.658536585366,233.19512195122,"-1",31542336,"ee","none",184,5.215,8,10.2461013793945,3.45752215385437,1195,568975,6,2,6.71064758300781,5.55622291564941,8.34113121032715,7.95666980743408,1,1
"77","täiskasvanuikka",1,79,"täiskasvanuikka.",12.5402213477064,6.25630474090576,8.06461143493652,"täiskasvanuikka.",779.268292682927,630.048780487805,237.780487804878,"-1",31542336,"ee","none",13,2.565,15,10.0299100875854,10.2461013793945,184,1195,8,6,5.77848815917969,6.71064758300781,7.65336894989014,8.34113121032715,1,1
"78","Janust",1,80,"Janust",4.96069812774658,5.13286209106445,7.46165370941162,"Janust",372.243902439024,269.268292682927,233.463414634146,"-1",31542336,"ee","none",4,1.386,6,12.5402213477064,10.0299100875854,13,184,15,8,6.25630474090576,5.77848815917969,8.06461143493652,7.65336894989014,1,1
"79","austati",1,81,"austati",5.62518584728241,4.10645771026611,7.0280704498291,"austati",658.439024390244,271.634146341463,176.243902439024,"-1",31542336,"ee","none",73,4.29,7,4.96069812774658,12.5402213477064,4,13,6,15,5.13286209106445,6.25630474090576,7.46165370941162,8.06461143493652,1,1
"80","saagikoristuse",1,82,"saagikoristuse",24.8424628078938,6.0314564704895,7.83215427398682,"saagikoristuse",1051.60975609756,501.439024390244,216.219512195122,"-1",31542336,"ee","none",6,1.792,14,5.62518584728241,4.96069812774658,73,4,7,6,4.10645771026611,5.13286209106445,7.0280704498291,7.46165370941162,1,1
"81","ja",1,83,"ja",2.27685976028442,2.84779787063599,5.63121461868286,"ja",55.390243902439,39.3170731707317,39.3170731707317,"-1",31542336,"ee","none",568975,13.252,2,24.8424628078938,5.62518584728241,6,73,14,7,6.0314564704895,4.10645771026611,7.83215427398682,7.0280704498291,1,1
"82","külvi",1,84,"külvi",11.4290084838867,7.12035655975342,8.33526992797852,"külvi",471.90243902439,269.707317073171,223.341463414634,"-1",31542336,"ee","none",14,2.639,5,2.27685976028442,24.8424628078938,568975,6,2,14,2.84779787063599,6.0314564704895,5.63121461868286,7.83215427398682,1,1
"83","alguses",1,85,"alguses,",9.98248422145844,4.35223817825317,6.9179892539978,"alguses,",492.463414634146,301.365853658537,253.829268292683,"-1",31542336,"ee","none",4589,8.431,7,11.4290084838867,2.27685976028442,14,568975,5,2,7.12035655975342,2.84779787063599,8.33526992797852,5.63121461868286,1,1
"84","samuti",1,86,"samuti",3.83691835403442,4.58158111572266,7.39868259429932,"samuti",418.829268292683,269.80487804878,232.09756097561,"-1",31542336,"ee","none",9997,9.21,6,9.98248422145844,11.4290084838867,4589,14,7,5,4.35223817825317,7.12035655975342,6.9179892539978,8.33526992797852,1,1
"85","abiellumise",1,87,"abiellumise,",13.5029699802399,6.86543464660645,8.39387035369873,"abiellumise,",543.634146341463,346.439024390244,207.048780487805,"-1",31542336,"ee","none",51,3.932,11,3.83691835403442,9.98248422145844,9997,4589,6,7,4.58158111572266,4.35223817825317,7.39868259429932,6.9179892539978,1,1
"86","sünni",1,88,"sünni",5.71908378601074,6.19715976715088,7.92975616455078,"sünni",295.658536585366,199.80487804878,194.268292682927,"-1",31542336,"ee","none",143,4.963,5,13.5029699802399,3.83691835403442,51,9997,11,6,6.86543464660645,4.58158111572266,8.39387035369873,7.39868259429932,1,1
"87","ja",1,89,"ja",1.7728636264801,3.67697811126709,6.15453195571899,"ja",100.878048780488,95.6585365853659,89.609756097561,"-1",31542336,"ee","none",568975,13.252,2,5.71908378601074,13.5029699802399,143,51,5,11,6.19715976715088,6.86543464660645,7.92975616455078,8.39387035369873,1,1
"88","muude",1,90,"muude",5.87163829803467,5.78809642791748,7.5871787071228,"muude",293.975609756098,213.536585365854,207.780487804878,"-1",31542336,"ee","none",1119,7.02,5,1.7728636264801,5.71908378601074,568975,143,2,5,3.67697811126709,6.19715976715088,6.15453195571899,7.92975616455078,1,1
"89","alguste",1,91,"alguste",11.5963302087039,6.0361909866333,7.69533443450928,"alguste",503.658536585366,289.048780487805,228.926829268293,"-1",31542336,"ee","none",3,1.099,7,5.87163829803467,1.7728636264801,1119,568975,5,2,5.78809642791748,3.67697811126709,7.5871787071228,6.15453195571899,1,1
"90","puhul",1,92,"puhul.",4.09127706289291,4.62225341796875,6.91643857955933,"puhul.",251.317073170732,198.512195121951,158.390243902439,"-1",31542336,"ee","none",7482,8.92,5,11.5963302087039,5.87163829803467,3,1119,7,5,6.0361909866333,5.78809642791748,7.69533443450928,7.5871787071228,1,1
"91","ei",1,94,"ei",4.64623355865479,4.55533027648926,7.12039661407471,"ei",121.073170731707,101.243902439024,98.5365853658537,"-1",31542336,"ee","none",76914,11.25,2,4.09127706289291,11.5963302087039,7482,3,5,7,4.62225341796875,6.0361909866333,6.91643857955933,7.69533443450928,1,1
